sin²(?/2) + kc	Zero-Angle Ext	sin²(?/2) + kc	Zero-Concentration Ext	sin²(?/2) + kc	Peak 1	sin²(?/2) + kc	Peak 2	sin²(?/2) + kc	Peak 3	sin²(?/2) + kc	Peak 4	sin²(?/2) + kc	Fit Peak 1	sin²(?/2) + kc	Fit Peak 2	sin²(?/2) + kc	Fit Peak 3	sin²(?/2) + kc	Fit Peak 4	sin²(?/2) + kc	Fit 5	sin²(?/2) + kc	Fit 6	sin²(?/2) + kc	Fit 7	sin²(?/2) + kc	Fit 8	sin²(?/2) + kc	Fit 9	sin²(?/2) + kc	Fit 10	sin²(?/2) + kc	Fit 11	sin²(?/2) + kc	Fit 12	sin²(?/2) + kc	Fit 13	sin²(?/2) + kc	Fit 14	sin²(?/2) + kc	Fit 15
0.0194653920392449	5.19321862145494E-8	0.167813566954551	1.19218898153468E-7									0.265140527150775	1.19338582817753E-7	0.3875783904489	1.19489146798536E-7	0.598217504433623	1.19748173399098E-7	1.06781356695455	1.20325643885992E-7	0.16485216627142	1.11613403654335E-7	0.218998795957938	1.29314121879039E-7	0.277624690532532	1.45709228980225E-7	0.348986820982444	1.61779753794277E-7	0.433163588094654	1.75250770224261E-7	0.519465392039245	1.82897889220982E-7	0.605767195983837	1.84304201188836E-7	0.689943963096046	1.79663690206465E-7	0.769922982002897	1.69754079345201E-7	0.843734903823759	1.55852736625929E-7	0.902694691800037	1.41468877832174E-7
0.0204386616412071	5.19431011570434E-8	0.176645859952158	1.22116504404954E-7									0.273972820148383	1.22193216321637E-7	0.396410683446507	1.22289720344255E-7	0.607049797431231	1.22455743511213E-7	1.07664585995216	1.22825873369887E-7	0.165825435873382	1.11615728390308E-7	0.2199720655599	1.29313813465434E-7	0.278597960134495	1.45706416016308E-7	0.349960090584406	1.61774378235344E-7	0.434136857696616	1.75243057939042E-7	0.520438661641207	1.82888552135151E-7	0.606740465585799	1.84294019828135E-7	0.690917232698008	1.79653437293401E-7	0.77089625160486	1.69744446386685E-7	0.844708173425721	1.55844270623121E-7	0.903667961401999	1.41461754159225E-7
0.0214119312431694	5.19540160995374E-8	0.185478152949766	1.24948581751122E-7									0.282805113145991	1.24983138432732E-7	0.405242976444115	1.25026610932545E-7	0.615882090428838	1.25101399961011E-7	1.08547815294977	1.25268133634652E-7	0.166798705475344	1.11618053126281E-7	0.220945335161862	1.29313505051829E-7	0.279571229736457	1.45703603052392E-7	0.350933360186368	1.61769002676411E-7	0.435110127298578	1.75235345653822E-7	0.521411931243169	1.82879215049321E-7	0.607713735187761	1.84283838467434E-7	0.69189050229997	1.79643184380336E-7	0.771869521206822	1.69734813428169E-7	0.845681443027683	1.55835804620313E-7	0.904641231003961	1.41454630486276E-7
0.0223852008451316	5.19649310420314E-8	0.194310445947374	1.27715130191971E-7									0.291637406143599	1.27708349151038E-7	0.414075269441723	1.27699818563407E-7	0.624714383426446	1.27685142748493E-7	1.09431044594737	1.27652424680288E-7	0.167771975077307	1.11620377862254E-7	0.221918604763825	1.29313196638224E-7	0.280544499338419	1.45700790088476E-7	0.351906629788331	1.61763627117478E-7	0.43608339690054	1.75227633368603E-7	0.522385200845132	1.8286987796349E-7	0.608687004789723	1.84273657106732E-7	0.692863771901933	1.79632931467272E-7	0.772842790808784	1.69725180469653E-7	0.846654712629646	1.55827338617504E-7	0.905614500605924	1.41447506813327E-7
0.0233584704470938	5.19758459845254E-8	0.199533403918693	1.29320290151141E-7									0.296860364114917	1.29289448790633E-7	0.419298227413042	1.2925065018566E-7	0.629937341397765	1.29183902011892E-7	1.09953340391869	1.29035094513659E-7	0.168745244679269	1.11622702598227E-7	0.222891874365787	1.29312888224619E-7	0.281517768940381	1.4569797712456E-7	0.352879899390293	1.61758251558545E-7	0.437056666502502	1.75219921083384E-7	0.523358470447094	1.8286054087766E-7	0.609660274391686	1.84263475746031E-7	0.693837041503895	1.79622678554207E-7	0.773816060410746	1.69715547511137E-7	0.847627982231608	1.55818872614696E-7	0.906587770207886	1.41440383140378E-7
0.0243317400490561	5.19867609270194E-8	0.203142738944982	1.30416149727501E-7									0.300469699141207	1.30368848476555E-7	0.422907562439331	1.3030934323684E-7	0.633546676424054	1.30206971873658E-7	1.10314273894498	1.29978746506794E-7	0.169718514281231	1.116250273342E-7	0.223865143967749	1.29312579811014E-7	0.282491038542344	1.45695164160644E-7	0.353853168992255	1.61752875999612E-7	0.438029936104465	1.75212208798164E-7	0.524331740049056	1.82851203791829E-7	0.610633543993648	1.84253294385329E-7	0.694810311105857	1.79612425641143E-7	0.774789330012709	1.69705914552621E-7	0.84860125183357	1.55810406611888E-7	0.907561039809848	1.41433259467429E-7
0.0253050096510183	5.19976758695134E-8	0.21197503194259	1.33051640357712E-7									0.309301992138814	1.32964636409283E-7	0.431739855436939	1.32855184952844E-7	0.642378969421662	1.32666887336507E-7	1.11197503194259	1.3224709911417E-7	0.170691783883193	1.11627352070173E-7	0.224838413569711	1.29312271397409E-7	0.283464308144306	1.45692351196727E-7	0.354826438594217	1.61747500440679E-7	0.439003205706427	1.75204496512945E-7	0.525305009651018	1.82841866705999E-7	0.61160681359561	1.84243113024628E-7	0.695783580707819	1.79602172728078E-7	0.775762599614671	1.69696281594104E-7	0.849574521435532	1.5580194060908E-7	0.90853430941181	1.4142613579448E-7
0.0262782792529806	5.20085908120074E-8	0.220807324940198	1.35621602082605E-7									0.318134285136422	1.35495712949222E-7	0.440572148434547	1.3533734371142E-7	0.65121126241927	1.35064889137039E-7	1.1208073249402	1.34457482502418E-7	0.171665053485156	1.11629676806146E-7	0.225811683171674	1.29311962983804E-7	0.284437577746268	1.45689538232811E-7	0.35579970819618	1.61742124881746E-7	0.439976475308389	1.75196784227726E-7	0.526278279252981	1.82832529620168E-7	0.612580083197572	1.84232931663926E-7	0.696756850309781	1.79591919815014E-7	0.776735869216633	1.69686648635588E-7	0.850547791037494	1.55793474606271E-7	0.909507579013773	1.41419012121531E-7
0.0272515488549428	5.20195057545014E-8	0.229639617937806	1.38126034902178E-7									0.32696657813403	1.37962078096372E-7	0.449404441432155	1.37755819512567E-7	0.660043555416878	1.37400977275255E-7	1.12963961793781	1.36609896671535E-7	0.172638323087118	1.1163200154212E-7	0.226784952773636	1.29311654570199E-7	0.28541084734823	1.45686725268895E-7	0.356772977798142	1.61736749322813E-7	0.440949744910351	1.75189071942506E-7	0.527251548854943	1.82823192534338E-7	0.613553352799534	1.84222750303225E-7	0.697730119911744	1.7958166690195E-7	0.777709138818595	1.69677015677072E-7	0.851521060639457	1.55785008603463E-7	0.910480848615735	1.41411888448582E-7
0.0282248184569051	5.20304206969954E-8	0.238471910935414	1.40564938816434E-7									0.335798871131638	1.40363731850733E-7	0.458236734429763	1.40110612356285E-7	0.668875848414486	1.39675151751154E-7	1.13847191093541	1.38704341621524E-7	0.17361159268908	1.11634326278093E-7	0.227758222375598	1.29311346156594E-7	0.286384116950193	1.45683912304979E-7	0.357746247400104	1.6173137376388E-7	0.441923014512314	1.75181359657287E-7	0.528224818456905	1.82813855448507E-7	0.614526622401497	1.84212568942523E-7	0.698703389513706	1.79571413988885E-7	0.778682408420558	1.69667382718556E-7	0.852494330241419	1.55776542600655E-7	0.911454118217697	1.41404764775633E-7
0.0291980880588673	5.20413356394894E-8	0.247304203933022	1.4293831382537E-7									0.344631164129246	1.42700674212306E-7	0.467069027427371	1.42401722242575E-7	0.677708141412094	1.41887412564736E-7	1.14730420393302	1.40740817352382E-7	0.174584862291042	1.11636651014066E-7	0.22873149197756	1.29311037742988E-7	0.287357386552155	1.45681099341062E-7	0.358719517002066	1.61725998204946E-7	0.442896284114276	1.75173647372067E-7	0.529198088058867	1.82804518362676E-7	0.615499892003459	1.84202387581822E-7	0.699676659115668	1.79561161075821E-7	0.77965567802252	1.6965774976004E-7	0.853467599843381	1.55768076597847E-7	0.912427387819659	1.41397641102684E-7
0.0301713576608295	5.20522505819834E-8	0.25613649693063	1.45246159928988E-7									0.353463457126854	1.44972905181089E-7	0.475901320424979	1.44629149171436E-7	0.686540434409702	1.44037759716002E-7	1.15613649693063	1.42719323864112E-7	0.175558131893005	1.11638975750039E-7	0.229704761579523	1.29310729329383E-7	0.288330656154117	1.45678286377146E-7	0.359692786604029	1.61720622646013E-7	0.443869553716238	1.75165935086848E-7	0.53017135766083	1.82795181276846E-7	0.616473161605421	1.84192206221121E-7	0.70064992871763	1.79550908162756E-7	0.780628947624482	1.69648116801524E-7	0.854440869445343	1.55759610595039E-7	0.913400657421622	1.41390517429735E-7
0.0311446272627918	5.20631655244774E-8	0.258159298493288	1.45765488258549E-7									0.355486258689512	1.45484191866928E-7	0.477924121987637	1.45130319424244E-7	0.68856323597236	1.44521525904147E-7	1.15815929849329	1.43164289660043E-7	0.176531401494967	1.11641300486012E-7	0.230678031181485	1.29310420915778E-7	0.289303925756079	1.4567547341323E-7	0.360666056205991	1.6171524708708E-7	0.4448428233182	1.75158222801629E-7	0.531144627262792	1.82785844191015E-7	0.617446431207383	1.84182024860419E-7	0.701623198319593	1.79540655249692E-7	0.781602217226444	1.69638483843008E-7	0.855414139047306	1.5575114459223E-7	0.914373927023584	1.41383393756786E-7
0.032117896864754	5.20740804669714E-8	0.264968789928238	1.47488477127286E-7									0.362295750124462	1.47180424757084E-7	0.484733613422587	1.46792893142868E-7	0.69537272740731	1.46126193204952E-7	1.16496878992824	1.44639861156711E-7	0.177504671096929	1.11643625221985E-7	0.231651300783447	1.29310112502173E-7	0.290277195358042	1.45672660449314E-7	0.361639325807953	1.61709871528147E-7	0.445816092920163	1.75150510516409E-7	0.532117896864754	1.82776507105185E-7	0.618419700809346	1.84171843499718E-7	0.702596467921555	1.79530402336627E-7	0.782575486828407	1.69628850884492E-7	0.856387408649268	1.55742678589422E-7	0.915347196625546	1.41376270083837E-7
0.0330911664667163	5.20849954094654E-8	0.273801082925846	1.49665265420267E-7									0.37112804312207	1.49323232940289E-7	0.493565906420195	1.48892954156872E-7	0.704205020404918	1.48152713031585E-7	1.17380108292585	1.46502429230182E-7	0.178477940698891	1.11645949957958E-7	0.232624570385409	1.29309804088568E-7	0.291250464960004	1.45669847485398E-7	0.362612595409915	1.61704495969214E-7	0.446789362522125	1.7514279823119E-7	0.533091166466716	1.82767170019354E-7	0.619392970411308	1.84161662139016E-7	0.703569737523517	1.79520149423563E-7	0.783548756430369	1.69619217925976E-7	0.85736067825123	1.55734212586614E-7	0.916320466227508	1.41369146410887E-7
0.0340644360686785	5.20959103519593E-8	0.282633375923454	1.51776524807928E-7									0.379960336119678	1.51401329730706E-7	0.502398199417802	1.50929332213447E-7	0.713037313402526	1.50117319195901E-7	1.18263337592345	1.48307028084523E-7	0.179451210300853	1.11648274693931E-7	0.233597839987372	1.29309495674963E-7	0.292223734561966	1.45667034521481E-7	0.363585865011878	1.61699120410281E-7	0.447762632124087	1.75135085945971E-7	0.534064436068679	1.82757832933524E-7	0.62036624001327	1.84151480778315E-7	0.704543007125479	1.79509896510498E-7	0.784522026032331	1.69609584967459E-7	0.858333947853192	1.55725746583806E-7	0.917293735829471	1.41362022737938E-7
